source,target,value
Data Entry Keyers,Programming,2
Data Entry Keyers,Operation Monitoring,2.12
Data Entry Keyers,Operation and Control,1.25
Data Entry Keyers,Equipment Maintenance,1
Data Entry Keyers,Troubleshooting,1
Data Entry Keyers,Repairing,1
Data Entry Keyers,Quality Control Analysis,2.25
Data Entry Keyers,Judgment and Decision Making,2.75
Data Entry Keyers,Systems Analysis,2.12
Data Entry Keyers,Systems Evaluation,2.12
Data Entry Keyers,Time Management,3.12
Data Entry Keyers,Management of Financial Resources,1.62
Data Entry Keyers,Management of Material Resources,1.75
Data Entry Keyers,Management of Personnel Resources,2.5
Word Processors and Typists,Reading Comprehension,3.38
Word Processors and Typists,Active Listening,3.38
Word Processors and Typists,Writing,3.12
Word Processors and Typists,Speaking,3.38
Word Processors and Typists,Mathematics,2.75
Word Processors and Typists,Science,1.12
Word Processors and Typists,Critical Thinking,2.62
Word Processors and Typists,Active Learning,2.25
Word Processors and Typists,Learning Strategies,1.88
Word Processors and Typists,Monitoring,3.25
Word Processors and Typists,Social Perceptiveness,2.88
Word Processors and Typists,Coordination,2.88
Word Processors and Typists,Persuasion,2.25
Word Processors and Typists,Negotiation,2
Word Processors and Typists,Instructing,1.88
Word Processors and Typists,Service Orientation,2.75
Word Processors and Typists,Complex Problem Solving,2.12
Word Processors and Typists,Operations Analysis,1.62
Word Processors and Typists,Technology Design,1.5
Word Processors and Typists,Equipment Selection,1.12
Word Processors and Typists,Installation,1
Word Processors and Typists,Programming,1.5
Word Processors and Typists,Operation Monitoring,1.88
Word Processors and Typists,Operation and Control,1.88
Word Processors and Typists,Equipment Maintenance,2
Word Processors and Typists,Troubleshooting,1.12
Word Processors and Typists,Repairing,1
Word Processors and Typists,Quality Control Analysis,2.25
Word Processors and Typists,Judgment and Decision Making,2.25
Word Processors and Typists,Systems Analysis,1.88
Word Processors and Typists,Systems Evaluation,1.75
Word Processors and Typists,Time Management,3.38
Word Processors and Typists,Management of Financial Resources,1
Word Processors and Typists,Management of Material Resources,1.12
Word Processors and Typists,Management of Personnel Resources,2.12
Desktop Publishers,Reading Comprehension,3.75
Desktop Publishers,Active Listening,3.5
Desktop Publishers,Writing,3.38
Desktop Publishers,Speaking,3.5
Desktop Publishers,Mathematics,2.25
Desktop Publishers,Science,1
Desktop Publishers,Critical Thinking,3.88
Desktop Publishers,Active Learning,3.25
Desktop Publishers,Learning Strategies,2.88
Desktop Publishers,Monitoring,3.38
Desktop Publishers,Social Perceptiveness,2.88
Desktop Publishers,Coordination,3.25
Desktop Publishers,Persuasion,2.88
Desktop Publishers,Negotiation,2.5
Desktop Publishers,Instructing,2.75
Desktop Publishers,Service Orientation,3
Desktop Publishers,Complex Problem Solving,3.25
Desktop Publishers,Operations Analysis,3
Desktop Publishers,Technology Design,2.12
Desktop Publishers,Equipment Selection,2.25
Desktop Publishers,Installation,1.12
Desktop Publishers,Programming,2.75
Desktop Publishers,Operation Monitoring,2.5
Desktop Publishers,Operation and Control,2.5
Desktop Publishers,Equipment Maintenance,2.12
Desktop Publishers,Troubleshooting,2.25
Desktop Publishers,Repairing,2.25
Desktop Publishers,Quality Control Analysis,2.88
Desktop Publishers,Judgment and Decision Making,3.5
Desktop Publishers,Systems Analysis,2.88
Desktop Publishers,Systems Evaluation,2.5
Desktop Publishers,Time Management,3.25
Desktop Publishers,Management of Financial Resources,2.12
Desktop Publishers,Management of Material Resources,2.25
Desktop Publishers,Management of Personnel Resources,3
Insurance Claims Clerks,Reading Comprehension,3.88
Insurance Claims Clerks,Active Listening,3.88
Insurance Claims Clerks,Writing,3.38
Insurance Claims Clerks,Speaking,3.75
Insurance Claims Clerks,Mathematics,2.88
Insurance Claims Clerks,Science,1
Insurance Claims Clerks,Critical Thinking,3.5
Insurance Claims Clerks,Active Learning,2.88
Insurance Claims Clerks,Learning Strategies,2.38
Insurance Claims Clerks,Monitoring,2.88
Insurance Claims Clerks,Social Perceptiveness,3
Insurance Claims Clerks,Coordination,2.62
Insurance Claims Clerks,Persuasion,2.62
Insurance Claims Clerks,Negotiation,2.38
Insurance Claims Clerks,Instructing,2.25
Insurance Claims Clerks,Service Orientation,3.25
Insurance Claims Clerks,Complex Problem Solving,2.88
Insurance Claims Clerks,Operations Analysis,1.12
Insurance Claims Clerks,Technology Design,1
Insurance Claims Clerks,Equipment Selection,1
Insurance Claims Clerks,Installation,1
Insurance Claims Clerks,Programming,1.62
Insurance Claims Clerks,Operation Monitoring,1.38
Insurance Claims Clerks,Operation and Control,1.38
Insurance Claims Clerks,Equipment Maintenance,1
Insurance Claims Clerks,Troubleshooting,1
Insurance Claims Clerks,Repairing,1
Insurance Claims Clerks,Quality Control Analysis,1.5
Insurance Claims Clerks,Judgment and Decision Making,2.88
Insurance Claims Clerks,Systems Analysis,2.12
Insurance Claims Clerks,Systems Evaluation,2
Insurance Claims Clerks,Time Management,2.88
Insurance Claims Clerks,Management of Financial Resources,1.25
Insurance Claims Clerks,Management of Material Resources,1
Insurance Claims Clerks,Management of Personnel Resources,2.12
Insurance Policy Processing Clerks,Reading Comprehension,3.25
Insurance Policy Processing Clerks,Active Listening,3.5
Insurance Policy Processing Clerks,Writing,3.12
Insurance Policy Processing Clerks,Speaking,3.38
Insurance Policy Processing Clerks,Mathematics,2.75
Insurance Policy Processing Clerks,Science,1.12
Insurance Policy Processing Clerks,Critical Thinking,3
Insurance Policy Processing Clerks,Active Learning,2.88
Insurance Policy Processing Clerks,Learning Strategies,2
Insurance Policy Processing Clerks,Monitoring,2.75
Insurance Policy Processing Clerks,Social Perceptiveness,2.88
Insurance Policy Processing Clerks,Coordination,2.88
Insurance Policy Processing Clerks,Persuasion,2.62
Insurance Policy Processing Clerks,Negotiation,2.5
Insurance Policy Processing Clerks,Instructing,2.12
Insurance Policy Processing Clerks,Service Orientation,2.88
Insurance Policy Processing Clerks,Complex Problem Solving,2.88
Insurance Policy Processing Clerks,Operations Analysis,1.38
Insurance Policy Processing Clerks,Technology Design,1
Insurance Policy Processing Clerks,Equipment Selection,1
Insurance Policy Processing Clerks,Installation,1
Insurance Policy Processing Clerks,Programming,1.62
Insurance Policy Processing Clerks,Operation Monitoring,1.88
Insurance Policy Processing Clerks,Operation and Control,1.12
Insurance Policy Processing Clerks,Equipment Maintenance,1
Insurance Policy Processing Clerks,Troubleshooting,1
Insurance Policy Processing Clerks,Repairing,1
Insurance Policy Processing Clerks,Quality Control Analysis,1.5
Insurance Policy Processing Clerks,Judgment and Decision Making,3.12
Insurance Policy Processing Clerks,Systems Analysis,2.38
Insurance Policy Processing Clerks,Systems Evaluation,2
Insurance Policy Processing Clerks,Time Management,3
Insurance Policy Processing Clerks,Management of Financial Resources,2.25
Insurance Policy Processing Clerks,Management of Material Resources,2
Insurance Policy Processing Clerks,Management of Personnel Resources,2.25
"Mail Clerks and Mail Machine Operators, Except Postal Service",Reading Comprehension,3
"Mail Clerks and Mail Machine Operators, Except Postal Service",Active Listening,2.88
"Mail Clerks and Mail Machine Operators, Except Postal Service",Writing,2.75
"Mail Clerks and Mail Machine Operators, Except Postal Service",Speaking,2.88
"Mail Clerks and Mail Machine Operators, Except Postal Service",Mathematics,2
"Mail Clerks and Mail Machine Operators, Except Postal Service",Science,1
"Mail Clerks and Mail Machine Operators, Except Postal Service",Critical Thinking,3
"Mail Clerks and Mail Machine Operators, Except Postal Service",Active Learning,2.25
"Mail Clerks and Mail Machine Operators, Except Postal Service",Learning Strategies,2.25
"Mail Clerks and Mail Machine Operators, Except Postal Service",Monitoring,3
"Mail Clerks and Mail Machine Operators, Except Postal Service",Social Perceptiveness,2.88
"Mail Clerks and Mail Machine Operators, Except Postal Service",Coordination,2.62
"Mail Clerks and Mail Machine Operators, Except Postal Service",Persuasion,2.12
"Mail Clerks and Mail Machine Operators, Except Postal Service",Negotiation,1.88
"Mail Clerks and Mail Machine Operators, Except Postal Service",Instructing,2.25
"Mail Clerks and Mail Machine Operators, Except Postal Service",Service Orientation,2.25
"Mail Clerks and Mail Machine Operators, Except Postal Service",Complex Problem Solving,2.38
"Mail Clerks and Mail Machine Operators, Except Postal Service",Operations Analysis,1.12
"Mail Clerks and Mail Machine Operators, Except Postal Service",Technology Design,1
"Mail Clerks and Mail Machine Operators, Except Postal Service",Equipment Selection,1.12
"Mail Clerks and Mail Machine Operators, Except Postal Service",Installation,1.12
"Mail Clerks and Mail Machine Operators, Except Postal Service",Programming,1.5
"Mail Clerks and Mail Machine Operators, Except Postal Service",Operation Monitoring,2.75
"Mail Clerks and Mail Machine Operators, Except Postal Service",Operation and Control,2.75
"Mail Clerks and Mail Machine Operators, Except Postal Service",Equipment Maintenance,1.38
"Mail Clerks and Mail Machine Operators, Except Postal Service",Troubleshooting,1.88
"Mail Clerks and Mail Machine Operators, Except Postal Service",Repairing,1.38
"Mail Clerks and Mail Machine Operators, Except Postal Service",Quality Control Analysis,2.5
"Mail Clerks and Mail Machine Operators, Except Postal Service",Judgment and Decision Making,2.75
"Mail Clerks and Mail Machine Operators, Except Postal Service",Systems Analysis,2
"Mail Clerks and Mail Machine Operators, Except Postal Service",Systems Evaluation,2
"Mail Clerks and Mail Machine Operators, Except Postal Service",Time Management,2.75
"Mail Clerks and Mail Machine Operators, Except Postal Service",Management of Financial Resources,1.5
"Mail Clerks and Mail Machine Operators, Except Postal Service",Management of Material Resources,1.62
"Mail Clerks and Mail Machine Operators, Except Postal Service",Management of Personnel Resources,2.12
"Office Clerks, General",Reading Comprehension,3.62
"Office Clerks, General",Active Listening,3.62
"Office Clerks, General",Writing,3.25
"Office Clerks, General",Speaking,3.62
"Office Clerks, General",Mathematics,2.38
"Office Clerks, General",Science,1
"Office Clerks, General",Critical Thinking,3
"Office Clerks, General",Active Learning,2.5
"Office Clerks, General",Learning Strategies,2.38
"Office Clerks, General",Monitoring,2.88
"Office Clerks, General",Social Perceptiveness,3.25
"Office Clerks, General",Coordination,2.88
"Office Clerks, General",Persuasion,2.62
"Office Clerks, General",Negotiation,2.62
"Office Clerks, General",Instructing,2.75
"Office Clerks, General",Service Orientation,3.12
"Office Clerks, General",Complex Problem Solving,2.62
"Office Clerks, General",Operations Analysis,1.12
"Office Clerks, General",Technology Design,1.38
"Office Clerks, General",Equipment Selection,1.12
"Office Clerks, General",Installation,1
"Office Clerks, General",Programming,1.38
"Office Clerks, General",Operation Monitoring,2.25
"Office Clerks, General",Operation and Control,1.38
"Office Clerks, General",Equipment Maintenance,1
"Office Clerks, General",Troubleshooting,1.12
"Office Clerks, General",Repairing,1
"Office Clerks, General",Quality Control Analysis,1.25
"Office Clerks, General",Judgment and Decision Making,2.75
"Office Clerks, General",Systems Analysis,2
"Office Clerks, General",Systems Evaluation,1.88
"Office Clerks, General",Time Management,3.25
"Office Clerks, General",Management of Financial Resources,1.88
"Office Clerks, General",Management of Material Resources,2.12
"Office Clerks, General",Management of Personnel Resources,2.38
"Office Machine Operators, Except Computer",Reading Comprehension,3.12
"Office Machine Operators, Except Computer",Active Listening,3.12
"Office Machine Operators, Except Computer",Writing,2.75
"Office Machine Operators, Except Computer",Speaking,3
"Office Machine Operators, Except Computer",Mathematics,2.75
"Office Machine Operators, Except Computer",Science,1
"Office Machine Operators, Except Computer",Critical Thinking,3.12
"Office Machine Operators, Except Computer",Active Learning,2.5
"Office Machine Operators, Except Computer",Learning Strategies,2.38
"Office Machine Operators, Except Computer",Monitoring,3.38
"Office Machine Operators, Except Computer",Social Perceptiveness,2.88
"Office Machine Operators, Except Computer",Coordination,2.88
"Office Machine Operators, Except Computer",Persuasion,2.38
"Office Machine Operators, Except Computer",Negotiation,2.38
"Office Machine Operators, Except Computer",Instructing,2.38
"Office Machine Operators, Except Computer",Service Orientation,2.75
"Office Machine Operators, Except Computer",Complex Problem Solving,3.12
"Office Machine Operators, Except Computer",Operations Analysis,1.62
"Office Machine Operators, Except Computer",Technology Design,1.62
"Office Machine Operators, Except Computer",Equipment Selection,2.5
"Office Machine Operators, Except Computer",Installation,1.25
"Office Machine Operators, Except Computer",Programming,1.88
"Office Machine Operators, Except Computer",Operation Monitoring,3.5
"Office Machine Operators, Except Computer",Operation and Control,3.5
"Office Machine Operators, Except Computer",Equipment Maintenance,2.88
"Office Machine Operators, Except Computer",Troubleshooting,2.75
"Office Machine Operators, Except Computer",Repairing,2.62
"Office Machine Operators, Except Computer",Quality Control Analysis,2.88
"Office Machine Operators, Except Computer",Judgment and Decision Making,3.12
"Office Machine Operators, Except Computer",Systems Analysis,2.5
"Office Machine Operators, Except Computer",Systems Evaluation,2.38
"Office Machine Operators, Except Computer",Time Management,3.25
"Office Machine Operators, Except Computer",Management of Financial Resources,2.25
